id;name;regency_name;province_name;regency_id
1010080;DARUL AMAN;Aceh Timur;Aceh;1105
1010081;NURUSSALAM;Aceh Timur;Aceh;1105
1010082;DARUL FALAH;Aceh Timur;Aceh;1105
1010083;JULOK;Aceh Timur;Aceh;1105
1010084;ALUE IE MIRAH;Aceh Timur;Aceh;1105
1010085;PERKEBUNAN INTI ALUE IE ITAM;Aceh Timur;Aceh;1105
1010086;MATANG PUDENG;Aceh Timur;Aceh;1105
1010087;PANTE BIDARI;Aceh Timur;Aceh;1105
1010088;SIMPANG ULIM;Aceh Timur;Aceh;1105
1010089;MADAT;Aceh Timur;Aceh;1105
1010090;LINGE;Aceh Tengah;Aceh;1106
1012639;KETAPANG NUSANTARA;Aceh Tengah;Aceh;1106
1010091;ATU LINTANG;Aceh Tengah;Aceh;1106
1010092;JAGONG;Aceh Tengah;Aceh;1106
1010093;BINTANG;Aceh Tengah;Aceh;1106
1010094;LUT TAWAR;Aceh Tengah;Aceh;1106
1010095;KEBAYAKAN;Aceh Tengah;Aceh;1106
1010096;PEGASING;Aceh Tengah;Aceh;1106
1010097;BIES;Aceh Tengah;Aceh;1106
1010098;BEBESEN;Aceh Tengah;Aceh;1106
1010099;KUTE PANANG;Aceh Tengah;Aceh;1106
1010100;SILIH NARA;Aceh Tengah;Aceh;1106
1010101;KETOL;Aceh Tengah;Aceh;1106
1012640;KEKUYANG;Aceh Tengah;Aceh;1106
1010102;CELALA;Aceh Tengah;Aceh;1106
1010103;RUSIP ANTARA;Aceh Tengah;Aceh;1106
1012638;PAMAR;Aceh Tengah;Aceh;1106
1010104;JOHAN PAHLAWAN;Aceh Barat;Aceh;1107
1010105;SUAK RIBEE;Aceh Barat;Aceh;1107
1010106;COT SEUMEREUNG;Aceh Barat;Aceh;1107
1010107;KUTA PADANG LAYUNG;Aceh Barat;Aceh;1107
1010108;DRIEN RAMPAK;Aceh Barat;Aceh;1107
1010109;KUALA BHEE;Aceh Barat;Aceh;1107
1010110;PASIE MALI (WOYLA BARAT);Aceh Barat;Aceh;1107
1010111;TANGKEH;Aceh Barat;Aceh;1107
1010112;PEUREUMEU ;Aceh Barat;Aceh;1107
1010113;MEUREUBO;Aceh Barat;Aceh;1107
1010114;PANTE CEUREUMEN;Aceh Barat;Aceh;1107
1010115;MENTULANG;Aceh Barat;Aceh;1107
1010116;KAJEUNG;Aceh Barat;Aceh;1107
1010117;LHOONG;Aceh Besar;Aceh;1108
1010118;LHOKNGA;Aceh Besar;Aceh;1108
1010119;LEUPUNG;Aceh Besar;Aceh;1108
1010120;INDRAPURI;Aceh Besar;Aceh;1108
1010121;LAMPUPOK;Aceh Besar;Aceh;1108
1010122;KUTA COT GLIE;Aceh Besar;Aceh;1108
1010123;IE ALANG;Aceh Besar;Aceh;1108
1010124;SEULIMEUM;Aceh Besar;Aceh;1108
1010125;LAMTEUBA;Aceh Besar;Aceh;1108
1010126;KOTA JANTHO;Aceh Besar;Aceh;1108
1010127;LEMBAH SEULAWAH;Aceh Besar;Aceh;1108
1010128;MESJID RAYA;Aceh Besar;Aceh;1108
1010129;DARUSSALAM;Aceh Besar;Aceh;1108
1010130;BAITUSSALAM;Aceh Besar;Aceh;1108
1010131;KUTA BARO;Aceh Besar;Aceh;1108
1010132;MONTASIK;Aceh Besar;Aceh;1108
1010133;PIYEUNG;Aceh Besar;Aceh;1108
1010134;BLANG BINTANG;Aceh Besar;Aceh;1108
1010135;INGIN JAYA;Aceh Besar;Aceh;1108
1010136;KRUENG BARONA JAYA;Aceh Besar;Aceh;1108
1010137;SUKAMAKMUR;Aceh Besar;Aceh;1108
1010138;KUTA MALAKA;Aceh Besar;Aceh;1108
1010139;SIMPANG TIGA;Aceh Besar;Aceh;1108
1010140;DARUL IMARAH;Aceh Besar;Aceh;1108
1010141;DARUL KAMAL;Aceh Besar;Aceh;1108
1010142;PEUKAN BADA;Aceh Besar;Aceh;1108
1010143;LAMPISANG;Aceh Besar;Aceh;1108
1010144;PULO ACEH;Aceh Besar;Aceh;1108
1010145;GEUMPANG;Pidie;Aceh;1109
1010146;MANE;Pidie;Aceh;1109
1010147;GLUMPANG TIGA;Pidie;Aceh;1109
1010148;TEUPIEN RAYA;Pidie;Aceh;1109
1010149;GLUMPANG BARO;Pidie;Aceh;1109
1010150;MUTIARA TIMUR;Pidie;Aceh;1109
1010151;MUTIARA BARAT;Pidie;Aceh;1109
1010152;UJONG RIMBA;Pidie;Aceh;1109
1010153;TIRO;Pidie;Aceh;1109
1010154;TANGSE;Pidie;Aceh;1109
1010155;TITEUE;Pidie;Aceh;1109
1010156;KEUMALA;Pidie;Aceh;1109
1010157;SAKTI;Pidie;Aceh;1109
1010158;MILA;Pidie;Aceh;1109
1010159;PADANG TIJI;Pidie;Aceh;1109
1010160;DELIMA;Pidie;Aceh;1109
1010161;REUBEE;Pidie;Aceh;1109
1010162;GRONG-GRONG;Pidie;Aceh;1109
1010163;INDRAJAYA;Pidie;Aceh;1109
1010164;PEUKAN BARO;Pidie;Aceh;1109
1010165;KEMBANG TANJONG;Pidie;Aceh;1109
1010166;SIMPANG TIGA;Pidie;Aceh;1109
1010167;KOTA SIGLI;Pidie;Aceh;1109
1010168;PIDIE;Pidie;Aceh;1109
1010169;BATEE;Pidie;Aceh;1109
1010170;MUARA TIGA;Pidie;Aceh;1109
1010171;SAMALANGA;Bireuen;Aceh;1110
1010172;SIMPANG MAMPLAM;Bireuen;Aceh;1110
1010173;PANDRAH;Bireuen;Aceh;1110
1010174;JEUNIEB;Bireuen;Aceh;1110
1010175;PEULIMBANG;Bireuen;Aceh;1110
1010176;PEUDADA;Bireuen;Aceh;1110
1010177;JULI ;Bireuen;Aceh;1110
1010178;JULI-2;Bireuen;Aceh;1110
1010179;JEUMPA;Bireuen;Aceh;1110
1010180;KOTA JUANG;Bireuen;Aceh;1110
1010181;KUALA ;Bireuen;Aceh;1110
1010182;JANGKA;Bireuen;Aceh;1110
1010183;PEUSANGAN;Bireuen;Aceh;1110
1012636;COT IE JUE;Bireuen;Aceh;1110
1010184;PEUSANGAN SELATAN;Bireuen;Aceh;1110
1010185;PEUSANGAN SIBLAH KRUENG;Bireuen;Aceh;1110
1010186;MAKMUR;Bireuen;Aceh;1110
1010187;GANDA PURA;Bireuen;Aceh;1110
1012635;MON KEULAYU;Bireuen;Aceh;1110
1010188;KUTA BLANG;Bireuen;Aceh;1110
1010189;SAWANG;Aceh Utara;Aceh;1111
1012520;BABAH BULOH;Aceh Utara;Aceh;1111
1010190;NISAM;Aceh Utara;Aceh;1111
1010191;BANDA BARO;Aceh Utara;Aceh;1111
1010192;KUTA MAKMUR;Aceh Utara;Aceh;1111
1010193;SIMPANG KRAMAT;Aceh Utara;Aceh;1111
1010194;SYAMTALIRA BAYU;Aceh Utara;Aceh;1111
1010195;NISAM ANTARA;Aceh Utara;Aceh;1111
1010196;GEUREUDONG PASE;Aceh Utara;Aceh;1111
1010197;MEURAH MULIA;Aceh Utara;Aceh;1111
1010198;MATANGKULI;Aceh Utara;Aceh;1111
1010199;PAYA BAKONG;Aceh Utara;Aceh;1111
1010200;PIRAK TIMU;Aceh Utara;Aceh;1111
1010201;COT GIREK;Aceh Utara;Aceh;1111
1010202;TANAH JAMBO AYE;Aceh Utara;Aceh;1111
1010203;LHOK BEURINGEN;Aceh Utara;Aceh;1111
1010204;LANGKAHAN;Aceh Utara;Aceh;1111
1010205;SIMPANG TIGA;Aceh Utara;Aceh;1111
1010206;SEUNUDON;Aceh Utara;Aceh;1111
1010207;BLANG GEULUMPANG;Aceh Utara;Aceh;1111
1010208;BAKTIYA;Aceh Utara;Aceh;1111
1010209;SAMPOINIET;Aceh Utara;Aceh;1111
1010210;LHOKSUKON;Aceh Utara;Aceh;1111
1010211;BUKET HAGU;Aceh Utara;Aceh;1111
1010212;TANAH LUAS;Aceh Utara;Aceh;1111
1010213;NIBONG;Aceh Utara;Aceh;1111
1010214;SAMUDERA;Aceh Utara;Aceh;1111
1010215;SYAMTALIRA ARON;Aceh Utara;Aceh;1111
1010216;TANAH PASIR;Aceh Utara;Aceh;1111
1010217;LAPANG;Aceh Utara;Aceh;1111
1010218;MUARA BATU;Aceh Utara;Aceh;1111
1010219;DEWANTARA;Aceh Utara;Aceh;1111
1010220;MANGGENG;Aceh Barat Daya;Aceh;1112
1010221;LEMBAH SABIL;Aceh Barat Daya;Aceh;1112
1010222;TANGAN-TANGAN;Aceh Barat Daya;Aceh;1112
1010223;BINEH KRUENG;Aceh Barat Daya;Aceh;1112
1010224;LHANG;Aceh Barat Daya;Aceh;1112
1010225;BLANG PIDIE;Aceh Barat Daya;Aceh;1112
1010226;ALUE SUNGAI PINANG;Aceh Barat Daya;Aceh;1112
1010227;SUSOH;Aceh Barat Daya;Aceh;1112
1010228;SANGKALAN;Aceh Barat Daya;Aceh;1112
1010229;KUALA BATEE;Aceh Barat Daya;Aceh;1112
1010230;ALUE PISANG;Aceh Barat Daya;Aceh;1112
1010231;BABAHROT;Aceh Barat Daya;Aceh;1112
1010232;IE MIRAH;Aceh Barat Daya;Aceh;1112
1010233;KUTA PANJANG;Gayo Lues;Aceh;1113
1010234;BLANGJERANGO;Gayo Lues;Aceh;1113
1010235;BLANGKEJEREN;Gayo Lues;Aceh;1113
1010236;GUMPANG;Gayo Lues;Aceh;1113
1010237;DABUN GELANG;Gayo Lues;Aceh;1113
1010238;CINTA MAJU;Gayo Lues;Aceh;1113
1010240;PINING;Gayo Lues;Aceh;1113
1010239;PINTU RIME;Gayo Lues;Aceh;1113
1010241;RIKIT GAIB;Gayo Lues;Aceh;1113
1010242;KENYARAN;Gayo Lues;Aceh;1113
1010243;TERANGUN;Gayo Lues;Aceh;1113
1010244;REREBE;Gayo Lues;Aceh;1113
1010245;TAMIANG HULU;Aceh Tamiang;Aceh;1114
1010246;BANDAR PUSAKA;Aceh Tamiang;Aceh;1114
1010247;KEJURUAN MUDA;Aceh Tamiang;Aceh;1114
1010248;SIMPANG KIRI;Aceh Tamiang;Aceh;1114
1010249;SAPTA JAYA;Aceh Tamiang;Aceh;1114
1010250;RANTAU;Aceh Tamiang;Aceh;1114
1010251;KUALA SIMPANG;Aceh Tamiang;Aceh;1114
1010252;SERUWAY;Aceh Tamiang;Aceh;1114
1010253;SUNGAI IYU;Aceh Tamiang;Aceh;1114
1010254;BENDAHARA;Aceh Tamiang;Aceh;1114
1010255;BANDA MULIA;Aceh Tamiang;Aceh;1114
1012626;SELELEH;Aceh Tamiang;Aceh;1114
1010256;KARANG BARU;Aceh Tamiang;Aceh;1114
1010257;SEKERAK;Aceh Tamiang;Aceh;1114
1010258;MANYAK PAYED;Aceh Tamiang;Aceh;1114
1010259;ALUE BILIE;Nagan Raya;Aceh;1115
1010260;SUKA MULYA;Nagan Raya;Aceh;1115
1010261;LUENG KEBEU JAGAD;Nagan Raya;Aceh;1115
1010262;ALUE RAMBOT;Nagan Raya;Aceh;1115
1010263;UJONG FATIHAH;Nagan Raya;Aceh;1115
1010264;PADANG PANYANG;Nagan Raya;Aceh;1115
1010265;PADANG RUBEK;Nagan Raya;Aceh;1115
1010266;SIMPANG JAYA;Nagan Raya;Aceh;1115
1010267;KUALA TADU;Nagan Raya;Aceh;1115
1010268;BEUTONG;Nagan Raya;Aceh;1115
1010269;BEUTONG ATEUH;Nagan Raya;Aceh;1115
1010270;JEURAM;Nagan Raya;Aceh;1115
1010271;COT KUTA;Nagan Raya;Aceh;1115
1010272;UTEUN PULO;Nagan Raya;Aceh;1115
1010273;TEUNOM;Aceh Jaya;Aceh;1116
1010274;PASIE RAYA;Aceh Jaya;Aceh;1116
1010275;PANGA;Aceh Jaya;Aceh;1116
1010276;KRUENG SABEE;Aceh Jaya;Aceh;1116
1010277;CALANG;Aceh Jaya;Aceh;1116
1010278;LAGEUN;Aceh Jaya;Aceh;1116
1012530;PANTE KUYUN;Aceh Jaya;Aceh;1116
1010279;PATEK;Aceh Jaya;Aceh;1116
1010280;LHOK KRUET;Aceh Jaya;Aceh;1116
1012529;LIGAN;Aceh Jaya;Aceh;1116
1010281;LAMNO;Aceh Jaya;Aceh;1116
1010282;INDRAJAYA;Aceh Jaya;Aceh;1116
1010283;LAMPAHAN;Bener Meriah;Aceh;1117
1010284;RONGA RONGA;Bener Meriah;Aceh;1117
1010286;SINGAH MULO;Bener Meriah;Aceh;1117
1010285;BLANG RAKAL;Bener Meriah;Aceh;1117
1010287;SIMPANG TIGA;Bener Meriah;Aceh;1117
1010288;PANTE RAYA;Bener Meriah;Aceh;1117
1010289;SIMPANG TERITIT;Bener Meriah;Aceh;1117
1010290;BANDAR;Bener Meriah;Aceh;1117
1010291;BENER KELIPAH;Bener Meriah;Aceh;1117
1010292;SAMAR KILANG;Bener Meriah;Aceh;1117
1010293;MESIDAH;Bener Meriah;Aceh;1117
1010294;BUNTUL KEUMUMU;Bener Meriah;Aceh;1117
1010295;RAMUNG ;Bener Meriah;Aceh;1117
1010296;MEUREUDU;Pidie Jaya;Aceh;1118
1010297;MEURAH DUA;Pidie Jaya;Aceh;1118
1010298;BANDAR DUA;Pidie Jaya;Aceh;1118
1010299;KUTA KRUENG;Pidie Jaya;Aceh;1118
1010300;BLANG KUTA;Pidie Jaya;Aceh;1118
1010301;JANGKA BUYA;Pidie Jaya;Aceh;1118
1010302;ULIM;Pidie Jaya;Aceh;1118
1010303;TRIENGGADENG;Pidie Jaya;Aceh;1118
1010304;PANTE RAJA;Pidie Jaya;Aceh;1118
1010305;BANDAR BARU;Pidie Jaya;Aceh;1118
1010306;CUBO;Pidie Jaya;Aceh;1118
1012645;SIMPANG 4 NYONG;Pidie Jaya;Aceh;1118
1010307;MEURAXA;Kota Banda Aceh;Aceh;1171
1010308;JAYA BARU;Kota Banda Aceh;Aceh;1171
1010309;BANDA RAYA;Kota Banda Aceh;Aceh;1171
1010310;BAITURRAHMAN;Kota Banda Aceh;Aceh;1171
1010311;BATOH;Kota Banda Aceh;Aceh;1171
1010312;KUTA ALAM;Kota Banda Aceh;Aceh;1171
1010313;LAMPULO;Kota Banda Aceh;Aceh;1171
1010314;LAMPASEH KOTA;Kota Banda Aceh;Aceh;1171
1010315;KOPELMA DARUSSALAM;Kota Banda Aceh;Aceh;1171
1010316;JEULINGKE;Kota Banda Aceh;Aceh;1171
1010317;ULEE KARENG;Kota Banda Aceh;Aceh;1171
1010318;SUKAJAYA;Kota Sabang;Aceh;1172
1010319;JABOI;Kota Sabang;Aceh;1172
1010320;COT BA'U;Kota Sabang;Aceh;1172
1010321;SUKAKARYA;Kota Sabang;Aceh;1172
1010322;IBOIH;Kota Sabang;Aceh;1172
1010323;PRIA LAOT;Kota Sabang;Aceh;1172
1010324;UPT LANGSA TIMUR;Kota Langsa;Aceh;1173
1010325;UPT LANGSA LAMA;Kota Langsa;Aceh;1173
1010326;UPT LANGSA BARAT;Kota Langsa;Aceh;1173
1010327;UPT LANGSA BARO;Kota Langsa;Aceh;1173
1010328;UPT LANGSA KOTA;Kota Langsa;Aceh;1173
1010329;BLANG MANGAT;KOTA LHOKSEUMAWE;Aceh;1174
1010330;BLANG CUT;KOTA LHOKSEUMAWE;Aceh;1174
1010331;MUARA DUA;KOTA LHOKSEUMAWE;Aceh;1174
1012579;KANDANG;KOTA LHOKSEUMAWE;Aceh;1174
1010332;MUARA SATU;KOTA LHOKSEUMAWE;Aceh;1174
1010333;BANDA SAKTI;KOTA LHOKSEUMAWE;Aceh;1174
1010334;MON GEUDONG;KOTA LHOKSEUMAWE;Aceh;1174
1010335;SIMPANG KIRI;Kota Subulussalam;Aceh;1175
1012528;BAKAL BUAH;Kota Subulussalam;Aceh;1175
1010336;PENANGGALAN;Kota Subulussalam;Aceh;1175
1012527;JONTOR;Kota Subulussalam;Aceh;1175
1010337;RUNDING;Kota Subulussalam;Aceh;1175
1010338;SULTAN DAULAT;Kota Subulussalam;Aceh;1175
1010339;LONGKIB;Kota Subulussalam;Aceh;1175
1010340;IDANOGAWO;Nias;Sumatera Utara;1201
1012628;BOZIHONA;Nias;Sumatera Utara;1201
1010341;BAWOLATO;Nias;Sumatera Utara;1201
1010342;ULUGAWO;Nias;Sumatera Utara;1201
1010343;HILIWETO GIDO;Nias;Sumatera Utara;1201
1010344;SOGAEADU;Nias;Sumatera Utara;1201
1010345;MA'U;Nias;Sumatera Utara;1201
1010346;SOMOLO-MOLO;Nias;Sumatera Utara;1201
1010347;HILIDUHO;Nias;Sumatera Utara;1201
1010348;BOTOMBAWO;Nias;Sumatera Utara;1201
1012627;EHOSAKHOZI;Nias;Sumatera Utara;1201
1010349;BOTOMUZOI;Nias;Sumatera Utara;1201
1010350;BATAHAN;Mandailing Natal;Sumatera Utara;1202
1010351;SINUNUKAN;Mandailing Natal;Sumatera Utara;1202
1010352;MUARA SOMA;Mandailing Natal;Sumatera Utara;1202
1010353;SIMPANG GAMBIR;Mandailing Natal;Sumatera Utara;1202
1010354;MANISAK;Mandailing Natal;Sumatera Utara;1202
1010355;KOTANOPAN;Mandailing Natal;Sumatera Utara;1202
1010356;ULU PUNGKUT;Mandailing Natal;Sumatera Utara;1202
1010357;TAMBANGAN;Mandailing Natal;Sumatera Utara;1202
1010358;MAGA;Mandailing Natal;Sumatera Utara;1202
1010359;SIBANGGOR JAE;Mandailing Natal;Sumatera Utara;1202
1010360;MUARA SIPONGI;Mandailing Natal;Sumatera Utara;1202
1010361;PAKANTAN;Mandailing Natal;Sumatera Utara;1202
1010362;PANYABUNGAN JAE;Mandailing Natal;Sumatera Utara;1202
1010363;GUNUNG TUA;Mandailing Natal;Sumatera Utara;1202
1010364;KAYU LAUT;Mandailing Natal;Sumatera Utara;1202
1010365;LONGAT;Mandailing Natal;Sumatera Utara;1202
1010366;MOMPANG;Mandailing Natal;Sumatera Utara;1202
1010367;GUNUNG BARINGIN;Mandailing Natal;Sumatera Utara;1202
1010368;HUTABARGOT;Mandailing Natal;Sumatera Utara;1202
1010369;SIKARA-KARA;Mandailing Natal;Sumatera Utara;1202
1010370;PATILUBAN MUDIK;Mandailing Natal;Sumatera Utara;1202
1010371;SINGKUANG;Mandailing Natal;Sumatera Utara;1202
1010372;SIABU;Mandailing Natal;Sumatera Utara;1202
1010373;SIHEPENG;Mandailing Natal;Sumatera Utara;1202
1010374;MALINTANG;Mandailing Natal;Sumatera Utara;1202
1010375;NAGA JUANG;Mandailing Natal;Sumatera Utara;1202
1010376;PINTUPADANG;Tapanuli Selatan;Sumatera Utara;1203
1010377;SAYUR MATINGGI;Tapanuli Selatan;Sumatera Utara;1203
1010378;BATU HORPAK;Tapanuli Selatan;Sumatera Utara;1203
1010379;HURABA;Tapanuli Selatan;Sumatera Utara;1203
1010380;PARGARUTAN;Tapanuli Selatan;Sumatera Utara;1203
1010381;SIMARPINGGAN;Tapanuli Selatan;Sumatera Utara;1203
1010382;SITINJAK;Tapanuli Selatan;Sumatera Utara;1203
1010383;SANGKUNUR;Tapanuli Selatan;Sumatera Utara;1203
1010384;BATANG TORU;Tapanuli Selatan;Sumatera Utara;1203
1010385;MARANCAR UDIK;Tapanuli Selatan;Sumatera Utara;1203
1010386;HUTA RAJA;Tapanuli Selatan;Sumatera Utara;1203
1010387;DANAU MARSABUT;Tapanuli Selatan;Sumatera Utara;1203
1010388;HANOPAN;Tapanuli Selatan;Sumatera Utara;1203
1010389;SIPAGIMBAR;Tapanuli Selatan;Sumatera Utara;1203
1010390;SIMANGAMBAT;Tapanuli Selatan;Sumatera Utara;1203
1010391;BIRU;Tapanuli Selatan;Sumatera Utara;1203
1010392;PINANGSORI;Tapanuli Tengah;Sumatera Utara;1204
1010393;BADIRI;Tapanuli Tengah;Sumatera Utara;1204
1010394;SIBABANGUN;Tapanuli Tengah;Sumatera Utara;1204
1010395;LUMUT;Tapanuli Tengah;Sumatera Utara;1204
1010396;PULO PAKKAT;Tapanuli Tengah;Sumatera Utara;1204
1010397;PANDAN;Tapanuli Tengah;Sumatera Utara;1204
1010398;SARUDIK;Tapanuli Tengah;Sumatera Utara;1204
1010399;KALANGAN;Tapanuli Tengah;Sumatera Utara;1204
1010400;TUKKA;Tapanuli Tengah;Sumatera Utara;1204
1010401;PORIAHA;Tapanuli Tengah;Sumatera Utara;1204
1010402;AEK RAISAN;Tapanuli Tengah;Sumatera Utara;1204
1010403;KOLANG;Tapanuli Tengah;Sumatera Utara;1204
1010404;SORKAM;Tapanuli Tengah;Sumatera Utara;1204
1010405;GONTINGMAHE;Tapanuli Tengah;Sumatera Utara;1204
1010406;SIPEAPEA;Tapanuli Tengah;Sumatera Utara;1204
1010407;PASARIBU TOBING;Tapanuli Tengah;Sumatera Utara;1204
1010408;BARUS;Tapanuli Tengah;Sumatera Utara;1204
1012642;KEDAI TIGA BARUS;Tapanuli Tengah;Sumatera Utara;1204
1010409;SIANTAR CA;Tapanuli Tengah;Sumatera Utara;1204
1010410;ANDAM DEWI;Tapanuli Tengah;Sumatera Utara;1204
1012584;SIJUNGKANG;Tapanuli Tengah;Sumatera Utara;1204
1010411;BARUS UTARA;Tapanuli Tengah;Sumatera Utara;1204
1010412;MANDUAMAS;Tapanuli Tengah;Sumatera Utara;1204
1010413;SARAGIH;Tapanuli Tengah;Sumatera Utara;1204
1010414;SIRANDORUNG;Tapanuli Tengah;Sumatera Utara;1204
1010415;PARMONANGAN;Tapanuli Utara;Sumatera Utara;1205
1010416;AEK RAJA;Tapanuli Utara;Sumatera Utara;1205
1010417;ADIANKOTING/PARSINGKAMAN;Tapanuli Utara;Sumatera Utara;1205
1010418;SITADATADA;Tapanuli Utara;Sumatera Utara;1205
1010419;SITUMEANG HABINSARAN;Tapanuli Utara;Sumatera Utara;1205
1010420;HUTABAGINDA;Tapanuli Utara;Sumatera Utara;1205
1010421;SIATAS BARITA;Tapanuli Utara;Sumatera Utara;1205
1010422;ONAN HASANG;Tapanuli Utara;Sumatera Utara;1205
1010423;SARULLA;Tapanuli Utara;Sumatera Utara;1205
1010424;JANJI ANGKOLA;Tapanuli Utara;Sumatera Utara;1205
1010425;SIMANGUMBAN;Tapanuli Utara;Sumatera Utara;1205
1010427;PANGARIBUAN;Tapanuli Utara;Sumatera Utara;1205
1010426;LUMBAN SINAGA;Tapanuli Utara;Sumatera Utara;1205
1010428;GAROGA;Tapanuli Utara;Sumatera Utara;1205
1010429;SIPAHUTAR;Tapanuli Utara;Sumatera Utara;1205
1010431;SIBORONGBORONG;Tapanuli Utara;Sumatera Utara;1205
1010430;SILANGIT;Tapanuli Utara;Sumatera Utara;1205
