province_id;province_name;regency_id;regency_name;sub_district_id;sub_district_name;village_code;village_id;village_name;type
13;PROV. SUMATERA BARAT;1311;KAB. DHARMASRAYA;1300000;KAB. DHARMASRAYA;0;1300000000;KAB. DHARMASRAYA;Kabupaten
13;PROV. SUMATERA BARAT;1312;KAB. PASAMAN BARAT;1300000;KAB. PASAMAN BARAT;0;1300000000;KAB. PASAMAN BARAT;Kabupaten
13;PROV. SUMATERA BARAT;1371;KOTA PADANG;1300000;KOTA PADANG;0;1300000000;KOTA PADANG;Kabupaten
13;PROV. SUMATERA BARAT;1372;KOTA SOLOK;1300000;KOTA SOLOK;0;1300000000;KOTA SOLOK;Kabupaten
13;PROV. SUMATERA BARAT;1373;KOTA SAWAH LUNTO;1300000;KOTA SAWAH LUNTO;0;1300000000;KOTA SAWAH LUNTO;Kabupaten
13;PROV. SUMATERA BARAT;1374;KOTA PADANG PANJANG;1300000;KOTA PADANG PANJANG;0;1300000000;KOTA PADANG PANJANG;Kabupaten
13;PROV. SUMATERA BARAT;1375;KOTA BUKITTINGGI;1300000;KOTA BUKITTINGGI;0;1300000000;KOTA BUKITTINGGI;Kabupaten
13;PROV. SUMATERA BARAT;1376;KOTA PAYAKUMBUH;1300000;KOTA PAYAKUMBUH;0;1300000000;KOTA PAYAKUMBUH;Kabupaten
13;PROV. SUMATERA BARAT;1377;KOTA PARIAMAN;1300000;KOTA PARIAMAN;0;1300000000;KOTA PARIAMAN;Kabupaten
14;PROV. RIAU;1400;PROV. RIAU;1400000;PROV. RIAU;0;1400000000;PROV. RIAU;Provinsi
14;PROV. RIAU;1401;KAB. KUANTAN SINGINGI;1400000;KAB. KUANTAN SINGINGI;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1402;KAB. INDRAGIRI HULU;1400000;KAB. INDRAGIRI HULU;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1403;KAB. INDRAGIRI HILIR;1400000;KAB. INDRAGIRI HILIR;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1404;KAB. PELALAWAN;1400000;KAB. PELALAWAN;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1405;KAB. SIAK;1400000;KAB. SIAK;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1406;KAB. KAMPAR;1400000;KAB. KAMPAR;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1407;KAB. ROKAN HULU;1400000;KAB. ROKAN HULU;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1408;KAB. BENGKALIS;1400000;KAB. BENGKALIS;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1409;KAB. ROKAN HILIR;1400000;KAB. ROKAN HILIR;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1410;KAB. KEPULAUAN MERANTI;1400000;KAB. KEPULAUAN MERANTI;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1471;KOTA PEKANBARU;1400000;KOTA PEKANBARU;0;1400000000;PROV. RIAU;Kabupaten
14;PROV. RIAU;1473;KOTA DUMAI;1400000;KOTA DUMAI;0;1400000000;PROV. RIAU;Kabupaten
15;PROV. JAMBI;1500;PROV. JAMBI;1500000;PROV. JAMBI;0;1500000000;PROV. JAMBI;Provinsi
15;PROV. JAMBI;1501;KAB. KERINCI;1500000;KAB. KERINCI;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1502;KAB. MERANGIN;1500000;KAB. MERANGIN;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1503;KAB. SAROLANGUN;1500000;KAB. SAROLANGUN;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1504;KAB. BATANG HARI;1500000;KAB. BATANG HARI;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1505;KAB. MUARO JAMBI;1500000;KAB. MUARO JAMBI;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1506;KAB. TANJUNG JABUNG TIMUR;1500000;KAB. TANJUNG JABUNG TIMUR;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1507;KAB. TANJUNG JABUNG BARAT;1500000;KAB. TANJUNG JABUNG BARAT;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1508;KAB. TEBO;1500000;KAB. TEBO;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1509;KAB. BUNGO;1500000;KAB. BUNGO;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1571;KOTA JAMBI;1500000;KOTA JAMBI;0;1500000000;PROV. JAMBI;Kabupaten
15;PROV. JAMBI;1572;KOTA SUNGAI PENUH;1500000;KOTA SUNGAI PENUH;0;1500000000;PROV. JAMBI;Kabupaten
16;PROV. SUMATERA SELATAN;1600;PROV. SUMATERA SELATAN;1600000;PROV. SUMATERA SELATAN;0;1600000000;PROV. SUMATERA SELATAN;Provinsi
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601000;KAB. OGAN KOMERING ULU;0;1601000000;KAB. OGAN KOMERING ULU;Kabupaten
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;0;1601052000;KEC. LENGKITI;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;1;1601052001;BANDAR JAYA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;2;1601052002;KARANG ENDAH;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;3;1601052003;PAJAR BULAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;4;1601052004;PAGAR DEWA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;5;1601052005;TANJUNG LENGKAYAP;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;6;1601052006;BUMI KAWA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;7;1601052007;NEGERI RATU;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;8;1601052008;LUBUK DALAM;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;9;1601052009;SEGARA KEMBANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;10;1601052010;SUKARAJA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;11;1601052011;GEDUNG PAKUAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;12;1601052012;TUALANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;13;1601052013;SUNDAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;14;1601052014;TIHANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;15;1601052015;LUBUK HARA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;16;1601052016;NEGERI AGUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;17;1601052017;WAY HELING;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;18;1601052018;BUNGA TANJUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;19;1601052019;UMPAM;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;20;1601052020;TANJUNG AGUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;21;1601052021;SIMPANG EMPAT;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601052;KEC. LENGKITI;22;1601052022;FAJAR JAYA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;0;1601070000;KEC. SOSOH BUAY RAYAP;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;1;1601070001;NEGERI SINDANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;2;1601070002;RANTAU KUMPAI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;3;1601070003;TUNGKU JAYA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;4;1601070004;LUBUK BARU;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;5;1601070005;BANDAR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;6;1601070006;LUBUK LEBAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;7;1601070007;PENYANDINGAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;8;1601070008;KUNGKILAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;9;1601070009;MEKAR JAYA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;10;1601070010;PENANTIAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601070;KEC. SOSOH BUAY RAYAP;11;1601070011;MEKAR SARI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;0;1601080000;KEC. PENGANDONAN;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;8;1601080008;GUNUNG MERAKSA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;10;1601080010;TANJUNG PURA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;11;1601080011;TANJUNG SARI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;12;1601080012;TANGSI LONTAR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;17;1601080017;BELAMBANGAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;18;1601080018;KESAMBI RATA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;21;1601080021;GUNUNG LIWAT;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;22;1601080022;SEMANDING;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;23;1601080023;PENGANDONAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;24;1601080024;TANJUNGAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;25;1601080025;UJAN MAS;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601080;KEC. PENGANDONAN;26;1601080026;GUNUNG KURIPAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;0;1601081000;KEC. SEMIDANG AJI;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;1;1601081001;TANJUNG KURUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;2;1601081002;SUKARAMI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;3;1601081003;BATANG HARI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;4;1601081004;NYIUR SAYAK;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;5;1601081005;SUKA MERINDU;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;6;1601081006;PADANG BINDU;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;7;1601081007;PANGGAL PANGGAL;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;8;1601081008;BEDEGUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;9;1601081009;ULAK PANDAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;10;1601081010;KEBON AGUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;11;1601081011;TUBOHAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;12;1601081012;RAKSA JIWA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;13;1601081013;GUNA MAKMUR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;14;1601081014;SELEMAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;15;1601081015;KEBUN JATI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;16;1601081016;SINGAPURA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;17;1601081017;PENGARINGAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;18;1601081018;PANAI MAKMUR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;19;1601081019;BANJAR SARI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;20;1601081020;PANDAN DULANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601081;KEC. SEMIDANG AJI;21;1601081021;TEBING KAMPUNG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;0;1601082000;KEC. ULU OGAN;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;1;1601082001;KELUMPANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;2;1601082002;MENDINGIN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;3;1601082003;SUKAJADI;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;4;1601082004;GUNUNG TIGA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;5;1601082005;ULAK LEBAR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;6;1601082006;PEDATARAN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601082;KEC. ULU OGAN;7;1601082007;BELANDANG;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;0;1601083000;KEC. MUARA JAYA;Kecamatan
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;1;1601083001;KEMALA JAYA;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;2;1601083002;LONTAR;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;3;1601083003;LUBUK TUPAK;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;4;1601083004;BERINGIN;Desa
16;PROV. SUMATERA SELATAN;1601;KAB. OGAN KOMERING ULU;1601083;KEC. MUARA JAYA;5;1601083005;MUARA SAEH;Desa
